state,year,category,cases
MIZORAM,2018,emotional motive,4.0
MIZORAM,2018,extortion,0.0
MIZORAM,2018,fraud,0.0
MIZORAM,2018,hate crime,0.0
MIZORAM,2018,illegal trade,0.0
MIZORAM,2018,personal revenge,0.0
MIZORAM,2018,piracy,0.0
MIZORAM,2018,political motive,0.0
MIZORAM,2018,prank,0.0
MIZORAM,2018,sexual exploitation,0.0
MIZORAM,2018,terrorism,0.0
MIZORAM,2019,abetment suicide,0.0
MIZORAM,2019,data theft,0.0
MIZORAM,2019,emotional motive,2.0
MIZORAM,2019,extortion,0.0
MIZORAM,2019,fraud,0.0
MIZORAM,2019,hate crime,0.0
MIZORAM,2019,illegal trade,0.0
MIZORAM,2019,personal revenge,1.0
MIZORAM,2019,piracy,0.0
MIZORAM,2019,political motive,0.0
MIZORAM,2019,prank,5.0
MIZORAM,2019,sexual exploitation,0.0
MIZORAM,2019,terrorism,0.0
MIZORAM,2020,abetment suicide,0.0
MIZORAM,2020,data theft,0.0
MIZORAM,2020,emotional motive,0.0
MIZORAM,2020,extortion,0.0
MIZORAM,2020,fraud,3.0
MIZORAM,2020,hate crime,0.0
MIZORAM,2020,illegal trade,0.0
MIZORAM,2020,personal revenge,0.0
MIZORAM,2020,piracy,0.0
MIZORAM,2020,political motive,1.0
MIZORAM,2020,prank,3.0
MIZORAM,2020,sexual exploitation,1.0
MIZORAM,2020,terrorism,3.0
MIZORAM,2021,abetment suicide,0.0
MIZORAM,2021,data theft,10.0
MIZORAM,2021,emotional motive,0.0
MIZORAM,2021,extortion,0.0
MIZORAM,2021,fraud,0.0
MIZORAM,2021,hate crime,0.0
MIZORAM,2021,illegal trade,0.0
MIZORAM,2021,personal revenge,1.0
MIZORAM,2021,piracy,0.0
MIZORAM,2021,political motive,0.0
MIZORAM,2021,prank,4.0
MIZORAM,2021,sexual exploitation,2.0
MIZORAM,2021,terrorism,0.0
MIZORAM,2023,abetment suicide,0.0
MIZORAM,2023,data theft,2.0
MIZORAM,2023,emotional motive,0.0
MIZORAM,2023,extortion,0.0
MIZORAM,2023,fraud,24.0
MIZORAM,2023,hate crime,0.0
MIZORAM,2023,illegal trade,0.0
MIZORAM,2023,personal revenge,0.0
MIZORAM,2023,piracy,0.0
MIZORAM,2023,political motive,0.0
MIZORAM,2023,prank,0.0
MIZORAM,2023,sexual exploitation,0.0
MIZORAM,2023,terrorism,0.0
NAGALAND,2016,data theft,0.0
NAGALAND,2016,extortion,0.0
NAGALAND,2016,hate crime,0.0
NAGALAND,2016,illegal trade,0.0
NAGALAND,2016,personal revenge,1.0
NAGALAND,2016,piracy,0.0
NAGALAND,2016,political motive,0.0
NAGALAND,2016,prank,0.0
NAGALAND,2016,sexual exploitation,0.0
NAGALAND,2017,abetment suicide,0.0
NAGALAND,2017,data theft,0.0
NAGALAND,2017,emotional motive,0.0
NAGALAND,2017,extortion,0.0
NAGALAND,2017,fraud,0.0
NAGALAND,2017,hate crime,0.0
NAGALAND,2017,illegal trade,0.0
NAGALAND,2017,personal revenge,0.0
NAGALAND,2017,piracy,0.0
NAGALAND,2017,political motive,0.0
NAGALAND,2017,prank,0.0
NAGALAND,2017,sexual exploitation,0.0
NAGALAND,2017,terrorism,0.0
NAGALAND,2018,abetment suicide,0.0
NAGALAND,2018,data theft,0.0
NAGALAND,2018,emotional motive,0.0
NAGALAND,2018,extortion,0.0
NAGALAND,2018,fraud,0.0
NAGALAND,2018,hate crime,0.0
NAGALAND,2018,illegal trade,0.0
NAGALAND,2018,personal revenge,1.0
NAGALAND,2018,piracy,0.0
NAGALAND,2018,political motive,0.0
NAGALAND,2018,prank,0.0
NAGALAND,2018,sexual exploitation,0.0
NAGALAND,2018,terrorism,0.0
NAGALAND,2019,abetment suicide,0.0
NAGALAND,2019,data theft,0.0
NAGALAND,2019,emotional motive,0.0
NAGALAND,2019,extortion,1.0
NAGALAND,2019,fraud,0.0
NAGALAND,2019,hate crime,0.0
NAGALAND,2019,illegal trade,0.0
NAGALAND,2019,personal revenge,0.0
NAGALAND,2019,piracy,0.0
NAGALAND,2019,political motive,0.0
NAGALAND,2019,prank,0.0
NAGALAND,2019,sexual exploitation,0.0
NAGALAND,2019,terrorism,0.0
NAGALAND,2020,abetment suicide,0.0
NAGALAND,2020,data theft,0.0
NAGALAND,2020,emotional motive,0.0
NAGALAND,2020,extortion,0.0
NAGALAND,2020,fraud,5.0
NAGALAND,2020,hate crime,0.0
NAGALAND,2020,illegal trade,0.0
NAGALAND,2020,personal revenge,0.0
NAGALAND,2020,piracy,0.0
NAGALAND,2020,political motive,0.0
NAGALAND,2020,prank,1.0
NAGALAND,2020,sexual exploitation,0.0
NAGALAND,2020,terrorism,0.0
NAGALAND,2021,abetment suicide,0.0
NAGALAND,2021,data theft,0.0
NAGALAND,2021,emotional motive,0.0
NAGALAND,2021,extortion,1.0
NAGALAND,2021,fraud,5.0
NAGALAND,2021,hate crime,0.0
NAGALAND,2021,illegal trade,0.0
NAGALAND,2021,personal revenge,0.0
NAGALAND,2021,piracy,0.0
NAGALAND,2021,political motive,0.0
NAGALAND,2021,prank,0.0
NAGALAND,2021,sexual exploitation,2.0
NAGALAND,2021,terrorism,0.0
NAGALAND,2023,abetment suicide,0.0
NAGALAND,2023,data theft,0.0
NAGALAND,2023,emotional motive,0.0
NAGALAND,2023,extortion,0.0
NAGALAND,2023,fraud,1.0
NAGALAND,2023,hate crime,0.0
NAGALAND,2023,illegal trade,0.0
NAGALAND,2023,personal revenge,0.0
NAGALAND,2023,piracy,0.0
NAGALAND,2023,political motive,0.0
NAGALAND,2023,prank,0.0
NAGALAND,2023,sexual exploitation,0.0
NAGALAND,2023,terrorism,0.0
ODISHA,2016,data theft,0.0
ODISHA,2016,extortion,0.0
ODISHA,2016,hate crime,0.0
ODISHA,2016,illegal trade,0.0
ODISHA,2016,personal revenge,0.0
ODISHA,2016,piracy,0.0
ODISHA,2016,political motive,0.0
ODISHA,2016,prank,0.0
ODISHA,2016,sexual exploitation,0.0
ODISHA,2017,abetment suicide,0.0
ODISHA,2017,data theft,1.0
ODISHA,2017,emotional motive,0.0
ODISHA,2017,extortion,57.0
ODISHA,2017,fraud,531.0
ODISHA,2017,hate crime,0.0
ODISHA,2017,illegal trade,0.0
ODISHA,2017,personal revenge,11.0
ODISHA,2017,piracy,43.0
ODISHA,2017,political motive,6.0
ODISHA,2017,prank,0.0
ODISHA,2017,sexual exploitation,14.0
ODISHA,2017,terrorism,2.0
ODISHA,2018,abetment suicide,0.0
ODISHA,2018,data theft,0.0
ODISHA,2018,emotional motive,0.0
ODISHA,2018,extortion,224.0
ODISHA,2018,fraud,506.0
ODISHA,2018,hate crime,0.0
ODISHA,2018,illegal trade,0.0
ODISHA,2018,personal revenge,7.0
ODISHA,2018,piracy,0.0
ODISHA,2018,political motive,0.0
ODISHA,2018,prank,0.0
ODISHA,2018,sexual exploitation,37.0
ODISHA,2018,terrorism,0.0
ODISHA,2019,abetment suicide,0.0
ODISHA,2019,data theft,0.0
ODISHA,2019,emotional motive,0.0
ODISHA,2019,extortion,279.0
ODISHA,2019,fraud,1000.0
ODISHA,2019,hate crime,0.0
ODISHA,2019,illegal trade,0.0
ODISHA,2019,personal revenge,24.0
ODISHA,2019,piracy,0.0
ODISHA,2019,political motive,0.0
ODISHA,2019,prank,0.0
ODISHA,2019,sexual exploitation,136.0
ODISHA,2019,terrorism,0.0
ODISHA,2020,abetment suicide,0.0
ODISHA,2020,data theft,0.0
ODISHA,2020,emotional motive,33.0
ODISHA,2020,extortion,175.0
ODISHA,2020,fraud,1380.0
ODISHA,2020,hate crime,0.0
ODISHA,2020,illegal trade,0.0
ODISHA,2020,personal revenge,1.0
ODISHA,2020,piracy,0.0
ODISHA,2020,political motive,0.0
ODISHA,2020,prank,0.0
ODISHA,2020,sexual exploitation,239.0
ODISHA,2020,terrorism,0.0
ODISHA,2021,abetment suicide,0.0
ODISHA,2021,data theft,0.0
ODISHA,2021,emotional motive,1.0
ODISHA,2021,extortion,265.0
ODISHA,2021,fraud,1484.0
ODISHA,2021,hate crime,0.0
ODISHA,2021,illegal trade,0.0
ODISHA,2021,personal revenge,1.0
ODISHA,2021,piracy,0.0
ODISHA,2021,political motive,0.0
ODISHA,2021,prank,0.0
ODISHA,2021,sexual exploitation,286.0
ODISHA,2021,terrorism,0.0
ODISHA,2023,abetment suicide,0.0
ODISHA,2023,data theft,0.0
ODISHA,2023,emotional motive,0.0
ODISHA,2023,extortion,0.0
ODISHA,2023,fraud,1676.0
ODISHA,2023,hate crime,0.0
ODISHA,2023,illegal trade,0.0
ODISHA,2023,personal revenge,0.0
ODISHA,2023,piracy,0.0
ODISHA,2023,political motive,0.0
ODISHA,2023,prank,0.0
ODISHA,2023,sexual exploitation,8.0
ODISHA,2023,terrorism,0.0
PUDUCHERRY,2016,data theft,0.0
PUDUCHERRY,2016,extortion,0.0
PUDUCHERRY,2016,hate crime,0.0
PUDUCHERRY,2016,illegal trade,0.0
PUDUCHERRY,2016,personal revenge,0.0
PUDUCHERRY,2016,piracy,0.0
PUDUCHERRY,2016,political motive,1.0
PUDUCHERRY,2016,prank,0.0
PUDUCHERRY,2016,sexual exploitation,0.0
PUDUCHERRY,2017,abetment suicide,0.0
PUDUCHERRY,2017,data theft,0.0
PUDUCHERRY,2017,emotional motive,0.0
PUDUCHERRY,2017,extortion,0.0
PUDUCHERRY,2017,fraud,0.0
PUDUCHERRY,2017,hate crime,0.0
PUDUCHERRY,2017,illegal trade,0.0
PUDUCHERRY,2017,personal revenge,0.0
PUDUCHERRY,2017,piracy,0.0
PUDUCHERRY,2017,political motive,0.0
PUDUCHERRY,2017,prank,0.0
PUDUCHERRY,2017,sexual exploitation,0.0
PUDUCHERRY,2017,terrorism,0.0
PUDUCHERRY,2018,abetment suicide,0.0
PUDUCHERRY,2018,data theft,0.0
PUDUCHERRY,2018,emotional motive,0.0
PUDUCHERRY,2018,extortion,11.0
PUDUCHERRY,2018,fraud,0.0
PUDUCHERRY,2018,hate crime,0.0
PUDUCHERRY,2018,illegal trade,0.0
PUDUCHERRY,2018,personal revenge,0.0
PUDUCHERRY,2018,piracy,0.0
PUDUCHERRY,2018,political motive,0.0
PUDUCHERRY,2018,prank,0.0
PUDUCHERRY,2018,sexual exploitation,3.0
PUDUCHERRY,2018,terrorism,0.0
PUDUCHERRY,2019,abetment suicide,0.0
PUDUCHERRY,2019,data theft,0.0
PUDUCHERRY,2019,emotional motive,0.0
PUDUCHERRY,2019,extortion,0.0
PUDUCHERRY,2019,fraud,0.0
PUDUCHERRY,2019,hate crime,0.0
PUDUCHERRY,2019,illegal trade,0.0
PUDUCHERRY,2019,personal revenge,0.0
PUDUCHERRY,2019,piracy,2.0
PUDUCHERRY,2019,political motive,0.0
PUDUCHERRY,2019,prank,0.0
PUDUCHERRY,2019,sexual exploitation,0.0
PUDUCHERRY,2019,terrorism,0.0
PUDUCHERRY,2020,abetment suicide,0.0
PUDUCHERRY,2020,data theft,0.0
PUDUCHERRY,2020,emotional motive,0.0
PUDUCHERRY,2020,extortion,3.0
PUDUCHERRY,2020,fraud,4.0
PUDUCHERRY,2020,hate crime,0.0
PUDUCHERRY,2020,illegal trade,0.0
PUDUCHERRY,2020,personal revenge,0.0
PUDUCHERRY,2020,piracy,0.0
PUDUCHERRY,2020,political motive,0.0
PUDUCHERRY,2020,prank,0.0
PUDUCHERRY,2020,sexual exploitation,0.0
PUDUCHERRY,2020,terrorism,0.0
PUDUCHERRY,2021,abetment suicide,0.0
PUDUCHERRY,2021,data theft,0.0
PUDUCHERRY,2021,emotional motive,0.0
PUDUCHERRY,2021,extortion,0.0
PUDUCHERRY,2021,fraud,0.0
PUDUCHERRY,2021,hate crime,0.0
PUDUCHERRY,2021,illegal trade,0.0
PUDUCHERRY,2021,personal revenge,0.0
PUDUCHERRY,2021,piracy,0.0
PUDUCHERRY,2021,political motive,0.0
PUDUCHERRY,2021,prank,0.0
PUDUCHERRY,2021,sexual exploitation,0.0
PUDUCHERRY,2021,terrorism,0.0
PUDUCHERRY,2023,abetment suicide,0.0
PUDUCHERRY,2023,data theft,0.0
PUDUCHERRY,2023,emotional motive,0.0
PUDUCHERRY,2023,extortion,1.0
PUDUCHERRY,2023,fraud,125.0
PUDUCHERRY,2023,hate crime,0.0
PUDUCHERRY,2023,illegal trade,0.0
PUDUCHERRY,2023,personal revenge,0.0
PUDUCHERRY,2023,piracy,0.0
PUDUCHERRY,2023,political motive,0.0
PUDUCHERRY,2023,prank,0.0
PUDUCHERRY,2023,sexual exploitation,19.0
PUDUCHERRY,2023,terrorism,0.0
PUNJAB,2016,data theft,0.0
PUNJAB,2016,extortion,11.0
PUNJAB,2016,hate crime,0.0
PUNJAB,2016,illegal trade,1.0
PUNJAB,2016,personal revenge,8.0
PUNJAB,2016,piracy,5.0
PUNJAB,2016,political motive,0.0
PUNJAB,2016,prank,1.0
PUNJAB,2016,sexual exploitation,14.0
PUNJAB,2017,abetment suicide,0.0
PUNJAB,2017,data theft,0.0
PUNJAB,2017,emotional motive,6.0
PUNJAB,2017,extortion,11.0
PUNJAB,2017,fraud,53.0
PUNJAB,2017,hate crime,6.0
PUNJAB,2017,illegal trade,1.0
PUNJAB,2017,personal revenge,7.0
PUNJAB,2017,piracy,1.0
PUNJAB,2017,political motive,2.0
PUNJAB,2017,prank,4.0
PUNJAB,2017,sexual exploitation,49.0
PUNJAB,2017,terrorism,0.0
PUNJAB,2018,abetment suicide,0.0
PUNJAB,2018,data theft,0.0
PUNJAB,2018,emotional motive,7.0
PUNJAB,2018,extortion,15.0
PUNJAB,2018,fraud,48.0
PUNJAB,2018,hate crime,3.0
PUNJAB,2018,illegal trade,2.0
PUNJAB,2018,personal revenge,14.0
PUNJAB,2018,piracy,0.0
PUNJAB,2018,political motive,2.0
PUNJAB,2018,prank,4.0
PUNJAB,2018,sexual exploitation,85.0
PUNJAB,2018,terrorism,0.0
PUNJAB,2019,abetment suicide,0.0
PUNJAB,2019,data theft,1.0
PUNJAB,2019,emotional motive,8.0
PUNJAB,2019,extortion,23.0
PUNJAB,2019,fraud,81.0
PUNJAB,2019,hate crime,1.0
PUNJAB,2019,illegal trade,0.0
PUNJAB,2019,personal revenge,4.0
PUNJAB,2019,piracy,0.0
PUNJAB,2019,political motive,4.0
PUNJAB,2019,prank,5.0
PUNJAB,2019,sexual exploitation,65.0
PUNJAB,2019,terrorism,0.0
PUNJAB,2020,abetment suicide,0.0
PUNJAB,2020,data theft,0.0
PUNJAB,2020,emotional motive,19.0
PUNJAB,2020,extortion,29.0
PUNJAB,2020,fraud,164.0
PUNJAB,2020,hate crime,7.0
PUNJAB,2020,illegal trade,0.0
PUNJAB,2020,personal revenge,4.0
PUNJAB,2020,piracy,3.0
PUNJAB,2020,political motive,2.0
PUNJAB,2020,prank,3.0
PUNJAB,2020,sexual exploitation,58.0
PUNJAB,2020,terrorism,0.0
PUNJAB,2021,abetment suicide,0.0
PUNJAB,2021,data theft,6.0
PUNJAB,2021,emotional motive,20.0
PUNJAB,2021,extortion,28.0
PUNJAB,2021,fraud,192.0
PUNJAB,2021,hate crime,1.0
PUNJAB,2021,illegal trade,0.0
PUNJAB,2021,personal revenge,12.0
PUNJAB,2021,piracy,9.0
PUNJAB,2021,political motive,3.0
PUNJAB,2021,prank,5.0
PUNJAB,2021,sexual exploitation,110.0
PUNJAB,2021,terrorism,1.0
PUNJAB,2023,abetment suicide,0.0
PUNJAB,2023,data theft,0.0
PUNJAB,2023,emotional motive,13.0
PUNJAB,2023,extortion,53.0
PUNJAB,2023,fraud,277.0
PUNJAB,2023,hate crime,1.0
PUNJAB,2023,illegal trade,0.0
PUNJAB,2023,personal revenge,16.0
PUNJAB,2023,piracy,1.0
PUNJAB,2023,political motive,2.0
PUNJAB,2023,prank,3.0
PUNJAB,2023,sexual exploitation,74.0
PUNJAB,2023,terrorism,1.0
RAJASTHAN,2016,data theft,0.0
RAJASTHAN,2016,extortion,32.0
RAJASTHAN,2016,hate crime,8.0
RAJASTHAN,2016,illegal trade,0.0
RAJASTHAN,2016,personal revenge,53.0
RAJASTHAN,2016,piracy,1.0
RAJASTHAN,2016,political motive,0.0
RAJASTHAN,2016,prank,2.0
RAJASTHAN,2016,sexual exploitation,14.0
RAJASTHAN,2017,abetment suicide,0.0
RAJASTHAN,2017,data theft,1.0
RAJASTHAN,2017,emotional motive,3.0
RAJASTHAN,2017,extortion,19.0
RAJASTHAN,2017,fraud,331.0
RAJASTHAN,2017,hate crime,16.0
RAJASTHAN,2017,illegal trade,0.0
RAJASTHAN,2017,personal revenge,2.0
RAJASTHAN,2017,piracy,2.0
RAJASTHAN,2017,political motive,1.0
RAJASTHAN,2017,prank,3.0
RAJASTHAN,2017,sexual exploitation,29.0
RAJASTHAN,2017,terrorism,40.0
RAJASTHAN,2018,abetment suicide,0.0
RAJASTHAN,2018,data theft,0.0
RAJASTHAN,2018,emotional motive,11.0
RAJASTHAN,2018,extortion,31.0
RAJASTHAN,2018,fraud,499.0
RAJASTHAN,2018,hate crime,9.0
RAJASTHAN,2018,illegal trade,0.0
RAJASTHAN,2018,personal revenge,9.0
RAJASTHAN,2018,piracy,2.0
RAJASTHAN,2018,political motive,3.0
RAJASTHAN,2018,prank,14.0
RAJASTHAN,2018,sexual exploitation,60.0
RAJASTHAN,2018,terrorism,0.0
RAJASTHAN,2019,abetment suicide,0.0
RAJASTHAN,2019,data theft,0.0
RAJASTHAN,2019,emotional motive,45.0
RAJASTHAN,2019,extortion,59.0
RAJASTHAN,2019,fraud,938.0
RAJASTHAN,2019,hate crime,3.0
RAJASTHAN,2019,illegal trade,0.0
RAJASTHAN,2019,personal revenge,17.0
RAJASTHAN,2019,piracy,2.0
RAJASTHAN,2019,political motive,9.0
RAJASTHAN,2019,prank,6.0
RAJASTHAN,2019,sexual exploitation,103.0
RAJASTHAN,2019,terrorism,0.0
RAJASTHAN,2020,abetment suicide,0.0
RAJASTHAN,2020,data theft,0.0
RAJASTHAN,2020,emotional motive,10.0
RAJASTHAN,2020,extortion,42.0
RAJASTHAN,2020,fraud,641.0
RAJASTHAN,2020,hate crime,4.0
RAJASTHAN,2020,illegal trade,0.0
RAJASTHAN,2020,personal revenge,22.0
RAJASTHAN,2020,piracy,0.0
RAJASTHAN,2020,political motive,4.0
RAJASTHAN,2020,prank,11.0
RAJASTHAN,2020,sexual exploitation,67.0
RAJASTHAN,2020,terrorism,0.0
RAJASTHAN,2021,abetment suicide,0.0
RAJASTHAN,2021,data theft,0.0
RAJASTHAN,2021,emotional motive,18.0
RAJASTHAN,2021,extortion,91.0
RAJASTHAN,2021,fraud,759.0
RAJASTHAN,2021,hate crime,2.0
RAJASTHAN,2021,illegal trade,0.0
RAJASTHAN,2021,personal revenge,16.0
RAJASTHAN,2021,piracy,0.0
RAJASTHAN,2021,political motive,5.0
RAJASTHAN,2021,prank,6.0
RAJASTHAN,2021,sexual exploitation,203.0
RAJASTHAN,2021,terrorism,0.0
RAJASTHAN,2023,abetment suicide,0.0
RAJASTHAN,2023,data theft,0.0
RAJASTHAN,2023,emotional motive,7.0
RAJASTHAN,2023,extortion,134.0
RAJASTHAN,2023,fraud,1102.0
RAJASTHAN,2023,hate crime,0.0
RAJASTHAN,2023,illegal trade,0.0
RAJASTHAN,2023,personal revenge,52.0
RAJASTHAN,2023,piracy,0.0
RAJASTHAN,2023,political motive,3.0
RAJASTHAN,2023,prank,4.0
RAJASTHAN,2023,sexual exploitation,365.0
RAJASTHAN,2023,terrorism,1.0
SIKKIM,2016,data theft,0.0
SIKKIM,2016,extortion,0.0
SIKKIM,2016,hate crime,0.0
SIKKIM,2016,illegal trade,0.0
SIKKIM,2016,personal revenge,0.0
SIKKIM,2016,piracy,0.0
SIKKIM,2016,political motive,1.0
SIKKIM,2016,prank,0.0
SIKKIM,2016,sexual exploitation,0.0
SIKKIM,2017,abetment suicide,0.0
SIKKIM,2017,data theft,0.0
SIKKIM,2017,emotional motive,0.0
SIKKIM,2017,extortion,0.0
SIKKIM,2017,fraud,0.0
SIKKIM,2017,hate crime,0.0
SIKKIM,2017,illegal trade,0.0
SIKKIM,2017,personal revenge,0.0
SIKKIM,2017,piracy,0.0
SIKKIM,2017,political motive,1.0
SIKKIM,2017,prank,0.0
SIKKIM,2017,sexual exploitation,0.0
SIKKIM,2017,terrorism,0.0
SIKKIM,2018,abetment suicide,0.0
SIKKIM,2018,data theft,0.0
SIKKIM,2018,emotional motive,0.0
SIKKIM,2018,extortion,0.0
SIKKIM,2018,fraud,0.0
SIKKIM,2018,hate crime,0.0
SIKKIM,2018,illegal trade,0.0
SIKKIM,2018,personal revenge,0.0
SIKKIM,2018,piracy,0.0
SIKKIM,2018,political motive,0.0
SIKKIM,2018,prank,0.0
SIKKIM,2018,sexual exploitation,0.0
SIKKIM,2018,terrorism,0.0
SIKKIM,2019,abetment suicide,0.0
SIKKIM,2019,data theft,0.0
SIKKIM,2019,emotional motive,1.0
SIKKIM,2019,extortion,0.0
SIKKIM,2019,fraud,0.0
SIKKIM,2019,hate crime,0.0
SIKKIM,2019,illegal trade,0.0
SIKKIM,2019,personal revenge,0.0
SIKKIM,2019,piracy,0.0
SIKKIM,2019,political motive,0.0
SIKKIM,2019,prank,0.0
SIKKIM,2019,sexual exploitation,1.0
SIKKIM,2019,terrorism,0.0
SIKKIM,2020,abetment suicide,0.0
SIKKIM,2020,data theft,0.0
SIKKIM,2020,emotional motive,0.0
SIKKIM,2020,extortion,0.0
SIKKIM,2020,fraud,0.0
SIKKIM,2020,hate crime,0.0
SIKKIM,2020,illegal trade,0.0
SIKKIM,2020,personal revenge,0.0
SIKKIM,2020,piracy,0.0
SIKKIM,2020,political motive,0.0
SIKKIM,2020,prank,0.0
SIKKIM,2020,sexual exploitation,0.0
SIKKIM,2020,terrorism,0.0
SIKKIM,2021,abetment suicide,0.0
SIKKIM,2021,data theft,0.0
SIKKIM,2021,emotional motive,0.0
SIKKIM,2021,extortion,0.0
SIKKIM,2021,fraud,0.0
SIKKIM,2021,hate crime,0.0
SIKKIM,2021,illegal trade,0.0
SIKKIM,2021,personal revenge,0.0
SIKKIM,2021,piracy,0.0
SIKKIM,2021,political motive,0.0
SIKKIM,2021,prank,0.0
SIKKIM,2021,sexual exploitation,0.0
SIKKIM,2021,terrorism,0.0
SIKKIM,2023,abetment suicide,0.0
SIKKIM,2023,data theft,0.0
SIKKIM,2023,emotional motive,0.0
SIKKIM,2023,extortion,1.0
SIKKIM,2023,fraud,3.0
SIKKIM,2023,hate crime,0.0
SIKKIM,2023,illegal trade,0.0
SIKKIM,2023,personal revenge,0.0
SIKKIM,2023,piracy,0.0
SIKKIM,2023,political motive,2.0
SIKKIM,2023,prank,0.0
SIKKIM,2023,sexual exploitation,0.0
SIKKIM,2023,terrorism,0.0
TAMIL NADU,2016,data theft,0.0
TAMIL NADU,2016,extortion,5.0
TAMIL NADU,2016,hate crime,10.0
TAMIL NADU,2016,illegal trade,0.0
TAMIL NADU,2016,personal revenge,16.0
TAMIL NADU,2016,piracy,0.0
TAMIL NADU,2016,political motive,2.0
TAMIL NADU,2016,prank,0.0
TAMIL NADU,2016,sexual exploitation,22.0
TAMIL NADU,2017,abetment suicide,5.0
TAMIL NADU,2017,data theft,0.0
TAMIL NADU,2017,emotional motive,14.0
TAMIL NADU,2017,extortion,11.0
TAMIL NADU,2017,fraud,51.0
TAMIL NADU,2017,hate crime,6.0
TAMIL NADU,2017,illegal trade,0.0
TAMIL NADU,2017,personal revenge,42.0
TAMIL NADU,2017,piracy,3.0
TAMIL NADU,2017,political motive,14.0
TAMIL NADU,2017,prank,2.0
TAMIL NADU,2017,sexual exploitation,28.0
TAMIL NADU,2017,terrorism,26.0
TAMIL NADU,2018,abetment suicide,0.0
TAMIL NADU,2018,data theft,4.0
TAMIL NADU,2018,emotional motive,13.0
TAMIL NADU,2018,extortion,7.0
TAMIL NADU,2018,fraud,55.0
TAMIL NADU,2018,hate crime,39.0
TAMIL NADU,2018,illegal trade,0.0
TAMIL NADU,2018,personal revenge,39.0
TAMIL NADU,2018,piracy,1.0
TAMIL NADU,2018,political motive,52.0
TAMIL NADU,2018,prank,6.0
TAMIL NADU,2018,sexual exploitation,36.0
TAMIL NADU,2018,terrorism,2.0
TAMIL NADU,2019,abetment suicide,0.0
TAMIL NADU,2019,data theft,0.0
TAMIL NADU,2019,emotional motive,22.0
TAMIL NADU,2019,extortion,21.0
TAMIL NADU,2019,fraud,73.0
TAMIL NADU,2019,hate crime,3.0
TAMIL NADU,2019,illegal trade,0.0
TAMIL NADU,2019,personal revenge,39.0
TAMIL NADU,2019,piracy,3.0
TAMIL NADU,2019,political motive,50.0
TAMIL NADU,2019,prank,4.0
TAMIL NADU,2019,sexual exploitation,65.0
TAMIL NADU,2019,terrorism,0.0
TAMIL NADU,2020,abetment suicide,0.0
TAMIL NADU,2020,data theft,0.0
TAMIL NADU,2020,emotional motive,57.0
TAMIL NADU,2020,extortion,112.0
TAMIL NADU,2020,fraud,134.0
TAMIL NADU,2020,hate crime,0.0
TAMIL NADU,2020,illegal trade,0.0
TAMIL NADU,2020,personal revenge,83.0
TAMIL NADU,2020,piracy,19.0
TAMIL NADU,2020,political motive,108.0
TAMIL NADU,2020,prank,7.0
TAMIL NADU,2020,sexual exploitation,192.0
TAMIL NADU,2020,terrorism,0.0
TAMIL NADU,2021,abetment suicide,0.0
TAMIL NADU,2021,data theft,0.0
TAMIL NADU,2021,emotional motive,42.0
TAMIL NADU,2021,extortion,39.0
TAMIL NADU,2021,fraud,602.0
TAMIL NADU,2021,hate crime,0.0
TAMIL NADU,2021,illegal trade,0.0
TAMIL NADU,2021,personal revenge,55.0
TAMIL NADU,2021,piracy,23.0
TAMIL NADU,2021,political motive,44.0
TAMIL NADU,2021,prank,8.0
TAMIL NADU,2021,sexual exploitation,107.0
TAMIL NADU,2021,terrorism,0.0
TAMIL NADU,2023,abetment suicide,0.0
TAMIL NADU,2023,data theft,0.0
TAMIL NADU,2023,emotional motive,21.0
TAMIL NADU,2023,extortion,49.0
TAMIL NADU,2023,fraud,3697.0
TAMIL NADU,2023,hate crime,3.0
TAMIL NADU,2023,illegal trade,0.0
TAMIL NADU,2023,personal revenge,29.0
TAMIL NADU,2023,piracy,6.0
TAMIL NADU,2023,political motive,36.0
TAMIL NADU,2023,prank,8.0
TAMIL NADU,2023,sexual exploitation,181.0
TAMIL NADU,2023,terrorism,0.0
TELANGANA,2016,data theft,0.0
TELANGANA,2016,extortion,28.0
TELANGANA,2016,hate crime,1.0
TELANGANA,2016,illegal trade,0.0
TELANGANA,2016,personal revenge,217.0
TELANGANA,2016,piracy,1.0
TELANGANA,2016,political motive,0.0
TELANGANA,2016,prank,0.0
TELANGANA,2016,sexual exploitation,21.0
TELANGANA,2017,abetment suicide,0.0
TELANGANA,2017,data theft,0.0
TELANGANA,2017,emotional motive,201.0
TELANGANA,2017,extortion,95.0
TELANGANA,2017,fraud,529.0
TELANGANA,2017,hate crime,4.0
TELANGANA,2017,illegal trade,0.0
TELANGANA,2017,personal revenge,14.0
TELANGANA,2017,piracy,2.0
TELANGANA,2017,political motive,2.0
TELANGANA,2017,prank,0.0
TELANGANA,2017,sexual exploitation,58.0
TELANGANA,2017,terrorism,0.0
TELANGANA,2018,abetment suicide,0.0
TELANGANA,2018,data theft,0.0
TELANGANA,2018,emotional motive,3.0
TELANGANA,2018,extortion,51.0
TELANGANA,2018,fraud,732.0
TELANGANA,2018,hate crime,3.0
TELANGANA,2018,illegal trade,0.0
TELANGANA,2018,personal revenge,19.0
TELANGANA,2018,piracy,0.0
TELANGANA,2018,political motive,14.0
TELANGANA,2018,prank,2.0
TELANGANA,2018,sexual exploitation,77.0
